"","hsCodeId","panjivaRecordId","hsCode"
"840",21451373,184106835,"8301.40"
"841",21451376,184106875,""
"842",21451378,184106915,"8504.90"
"843",21451379,184106925,"8471.60"
"844",21451380,184106935,"9105.21"
"845",21451382,184106975,"8481.80"
"846",21451383,184106985,""
"847",21451385,184107015,"2204.21"
"848",21451386,184107025,"2001.90"
"849",21451388,184107045,"1902.19"
"850",21451389,184107105,""
"851",21451390,184107135,"8504.40"
"852",21451391,184107155,""
"853",21451392,184107165,"8518.40"
"854",21451393,184107175,"8473.30"
"855",21451398,184107225,"8414.80"
"856",27725066,186234352,""
"857",21451404,184107285,""
"858",21451406,184107305,""
"859",21451407,184107325,"6913.90"
"860",21451408,184107335,""
"861",21451409,184107365,"9401.79"
"862",21451410,184107375,"3917.40"
"863",21451411,184107385,"0902.10"
"864",21451414,184107415,"3923.10"
"865",21451416,184107435,"8528.59"
"866",21451418,184107475,"9506.91"
"867",21451420,184107505,"8516.50"
"868",21451421,184107535,"4011.10"
"869",21451422,184107545,"6403.99"
"870",21451423,184107555,"4602.11"
"871",21451425,184107575,"7318.15"
"872",21451426,184107585,"7318.15"
"873",21451427,184107595,"6402.99"
"874",21451428,184107605,"2005.99"
"875",21451429,184107615,""
"876",21451430,184107625,"9503.00"
"877",21451431,184107635,""
"878",21451432,184107675,"9503.00"
"879",21451433,184107695,"2506.10"
"880",21451434,184107725,""
"881",21451436,184107745,"8414.59"
"882",21451443,184107815,""
"883",21451445,184107835,"8473.30"
"884",21451446,184107845,""
"885",21451449,184107875,""
"886",21451450,184107885,"8302.42"
"887",21451451,184107895,""
"888",21451452,184107915,"9405.20"
"889",21451453,184107925,"8517.62"
"890",21451455,184107945,"3926.90; 9004.90"
"891",21451456,184107975,"9405.50"
"892",21451458,184107995,"3926.90; 9015.90.00"
"893",21451460,184108055,"7220.20; 7306.40; 8405.10"
"894",21451463,184108105,"7326.90"
"895",21451464,184108115,"9405.10"
"896",21451465,184108125,"8414.59.30.00; 8508.19.00.00"
"897",21451466,184108175,"7321.11"
"898",21451467,184108235,"6912.00"
"899",21451469,184108255,"9403.50"
"900",21451471,184108275,"4107.12; 4114.20.00"
"901",21451472,184108295,"4901.99"
"902",21451473,184108305,"6908.90"
"903",21451474,184108335,"6908.90"
"904",21451476,184108355,"9506.31"
"905",21451479,184108435,"3902.10"
"906",21451481,184108465,"8538.90"
"907",21451482,184108475,"5209.42"
"908",27725069,186235862,""
"909",27725070,186235972,""
"910",27725071,186237462,""
"911",21451486,184108535,"8471.41; 8544.42"
"912",21451487,184108545,"9403.60"
"913",21451488,184108555,"9505.90"
"914",21451489,184108565,"6810.19"
"915",21451490,184108575,"6810.19"
"916",21451491,184108595,""
"917",21451492,184108605,"9603.90"
"918",27725072,186237642,""
"919",21451495,184108635,"7325.99"
"920",21451496,184108645,"9025.19; 9026.20"
"921",21451497,184108655,"7308.90"
"922",27725074,186239892,""
"923",21451499,184108675,"9403.20"
"924",21451501,184108705,"6402.99"
"925",21451503,184108735,"9401.61"
"926",27725075,186240032,""
"927",21451505,184108755,""
"928",21451509,184108795,"3926.90"
"929",21451510,184108805,"8480.71"
"930",21451512,184108825,""
"931",21451513,184108835,"7009.92"
"932",21451514,184108845,"9405.20"
"933",21451515,184108855,"7318.16"
"934",21451519,184108915,"9506.29"
"935",21451520,184108925,"4819.20"
"936",21451523,184108955,"8528.59"
"937",27725078,186241762,""
"938",21451528,184109015,"9405.40"
"939",21451529,184109025,"8708.50"
"940",27725080,186243922,""
"941",21451533,184109105,""
"942",21451537,184109155,"3926.40"
"943",21451538,184109165,""
"944",21451539,184109175,""
"945",21451541,184109255,"6802.21"
"946",21451543,184109275,"6402.99"
"947",21451544,184109285,""
"948",21451547,184109325,"7324.10"
"949",21451548,184109345,"6212.10"
"950",27725081,186243972,""
"951",21451552,184109445,"9304.00"
"952",27725083,186244862,""
"953",21451554,184109465,""
"954",21451555,184109475,"8708.99"
"955",21451556,184109485,"8481.90"
"956",21451557,184109495,"9506.99"
"957",21451558,184109505,"2836.99"
"958",21451559,184109525,"9506.99"
"959",27725084,186245292,""
"960",21451561,184109555,"8516.10"
"961",27725086,186249312,""
"962",21451564,184109585,"6402.99"
"963",21451565,184109595,"6402.99"
"964",21451566,184109605,"9503.00"
"965",21451567,184109615,"9503.00"
"966",21451568,184109625,"9503.00"
"967",27725087,186249912,""
"968",21451573,184109675,"8537.10"
"969",21451575,184109695,"3808.91"
"970",21451577,184109715,"3924.90"
"971",27725089,186251452,""
"972",21451593,184109875,"8517.62"
"973",21451594,184109885,"3924.90"
"974",21451596,184109905,"9503.00"
"975",21451598,184109935,"9403.20"
"976",21451599,184109945,"9403.90"
"977",21451600,184109955,"9403.90"
"978",21451601,184109965,"8509.80"
"979",21451602,184109975,""
"980",21451605,184110015,""
"981",21451607,184110085,"9403.20"
"982",21451608,184110135,"9503.00"
"983",27725093,186254042,""
"984",27725094,186254402,""
"985",27725095,186254572,""
"986",27725096,186254652,""
"987",27725097,186254942,""
"988",27725098,186255712,""
"989",27725100,186256312,""
"990",27725101,186256322,""
"991",27725102,186256542,""
"992",27725103,186257512,""
"993",27725105,186259942,""
"994",27725108,186260932,""
"995",27725112,186261502,""
"996",27725113,186262802,""
"997",27725116,186264742,""
"998",27725118,186266942,""
"999",27725122,186268152,""
"1000",27725123,186269502,""
