"","hsCodeId","panjivaRecordId","hsCode"
"315",3200824,34332243,"Classified: 2915.50"
"316",3200825,34332263,"Classified: 6802.93"
"317",1178817,32700161,"381121; 3811.21"
"318",1178818,32700181,"390410; 390410; 390410; 3904.10, 3904.10, 3904.10"
"319",3200826,34332323,"Parsed: 3901.20.00.00; Parsed: 3901.20.00.00; Parsed: 3901.20.00.00; Parsed: 3901.20.00.00; Parsed: 3901.20.00.00; Parsed: 3901.20.00.00; Parsed: 3901.20.00.00; Parsed: 3901.20.00.00"
"320",1178820,32700241,"390120; 3901.20"
"321",1178821,32700261,"; 390120; 390120; 390120; 390120; 390120; 390120; 390120; 390120; 390120; 390120; 390120; 390120; 390110; 390120; 3901.20, 3901.20, 3901.20, 3901.20, 3901.20, 3901.20, 3901.20, 3901.20, 3901.20, 3901.20, 3901.20, 3901.20, 3901.10 3901.20"
"322",1178822,32700301,"390110; 390140; 390140; 390920; 390140; 390920; 390140; 390920; 390140; 390920; 390140; 390920; 390140; 390920; 390140; 390920; 390140; 390920; 390140; 390920; 390140; 390920; 390140; 390920; 390140; 390920; 390140; 390920; 390140; 390920; 390140; 390920; 390140; 390920; 390140; 390920; 390140; 390920; 390140; 390920; 390140; 390920; 390140; 390920; 3901.10 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40, 3909.20 3901.40"
"323",1178823,32700321,"870323; 8703.23,8703.23,8703.23,8703.23"
"324",1178824,32700341,"390410; 390410; 390410; 390410; 390410; 3904.10, 3904.10, 3904.10, 3904.10, 3904.10"
"325",1178825,32700281,"; 520100; 520100; 520100; 520100; 520100; 520100; 5201.00, 5201.00, 5201.00, 5201.00, 5201.00, 5201.00"
"326",1178826,32700221,"400220; 400510; 400220; 4002.20 4005.10, 4002.20"
"327",3200827,34332383,"Classified: 6309.00"
"328",1178828,32702941,"630900; 6309.00"
"329",3200828,34332523,"Classified: 3811.21"
"330",3200830,34332743,"Parsed: 3901.20"
"331",3200831,34333143,"Classified: 2103.90"
"332",1178833,32704001,"870323; 8703.23,8703.23,8703.23,8703.23"
"333",3200832,34333163,"Parsed: 8703.23"
"334",3200833,34333183,"Classified: 4707.10"
"335",3200834,34333243,"Classified: 3901.40; Classified: 3901.40; Classified: 3901.40; Classified: 3901.40; Classified: 3901.40; Parsed: 3802.90"
"336",1178837,32704121,"870323; 8703.23,8703.23,8703.23"
"337",1178838,32704141,"401110; 401290; 4012.90 4011.10"
"338",1178839,32704181,"330430; 3304.30"
"339",1178840,32704201,"080251; 0802520000; 0802.52.00.00 0802.51"
"340",1178843,32704281,"380290; 380290; 380290; 380290; 380290; 380290; 380290; 380290; 380290; 380290; 3802.90, 3802.90, 3802.90, 3802.90, 3802.90, 3802.90, 3802.90, 3802.90, 3802.90, 3802.90"
"341",1178844,32704321,"870323; 8703.23,8703.23,8703.23,8703.23"
"342",1178845,32704341,"870323; 870710; 8703.23,8703.23,8707.10 8703.23,8703.23"
"343",3200835,34333263,"Parsed: 0802.11.00.00"
"344",3200836,34333283,"Parsed: 0802.31.00.00"
"345",3200838,34333323,"Parsed: 0802.31.00.00"
"346",3200839,34333363,"Parsed: 0802.12"
"347",3200841,34333483,"Classified: 3906.90; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29; Classified: 3824.99; Parsed: 8412.29"
"348",3200843,34333603,"Classified: 3901.20; Parsed: 3926.90; Classified: 3901.10; Parsed: 3926.90"
"349",1178856,32704761,"870323; 8703.23,8703.23,8703.23,8703.23"
"350",3200844,34333703,"Parsed: 8471.70"
"351",3200845,34333723,"Parsed: 8703.22; Classified: 8703.23"
"352",3200846,34333943,"Classified: 8703.23; Parsed: 8703.90"
"353",3200611,34427293,"; ; [""Classified: 7204.10""]"
"354",3200612,34427333,"; [""Classified: 7601.20""]"
"355",1178859,32704661,"870323; 8703.23,8703.23,8703.23,8703.23"
"356",1178862,32704581,"870323; 870324; 8703.24 8703.23,8703.23,8703.23,8703.23"
"357",3200614,34427373,"; [""Parsed: 8408.90; Classified: 8415.90""]"
"358",3200615,34427393,"; ; ; ; ; ; ; ; ; ; ; ; ; [""Parsed: 7204.49""]"
"359",1178866,32704381,"210690; 2936299055; 2936.29.90.55 2106.90"
"360",1178867,32704361,"870323; 870324; 8703.24 8703.23,8703.24 8703.23,8703.23,8703.23"
"361",3200616,34427413,"; [""Parsed: 0203.29; Classified: 0207.14""]"
"362",1178870,32704161,"380290; 3802.90"
"363",1178871,32704101,"870323; 870324; 8703.24 8703.23,8703.24 8703.23,8703.24 8703.23,8703.23"
"364",1178872,32704081,"870323; 8703.23,8703.23,8703.23,8703.23"
"365",3200617,34427473,"; ; ; ; [""Parsed: 5201.00""]"
"366",1178874,32705101,"; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"
"367",3200618,34427493,"; [""Classified: 1702.30; Parsed: 2106.90.92""]"
"368",3200619,34427593,"; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; [""Classified: 4707.10""]"
"369",3200620,34427613,"; [""Parsed: 8443.99.10.00""]"
"370",3200622,34427753,"; ; ; ; ; ; ; ; ; ; ; ; [""Parsed: 4702.00.00.20""]"
"371",3200623,34427893,"; [""Classified: 9403.60""]"
"372",3200624,34427913,"; [""Classified: 9403.60""]"
"373",3200625,34427933,"; [""Classified: 1515.90""]"
"374",1178883,32705721,"150120; 150120; 1501.20, 1501.20"
"375",3200626,34428593,"; [""Classified: 8507.20""]"
"376",3200627,34428613,"; [""Classified: 3924.90""]"
"377",3200628,34428633,"; [""Classified: 9403.60""]"
"378",1178887,32705801,"870899; 903190; 391739; 903190; 391739; 903190; 391739; 903190; 9031.90 8708.99, 9031.90 3917.39, 9031.90 3917.39, 9031.90 3917.39"
"379",1178888,32705841,"210690; 321511; 321519; 330210; 381400; 3924100002; 4419000000; 4419900000; 841919; 842481; 848180; 3814.00 3215.11 3215.19,3302.10,2106.90 3302.10,3924.10.00.02 4419.00.00.00 4419.90.00.00,,3215.11 3215.19,8481.80,8419.19,8424.81"
"380",3200629,34428653,"; [""Classified: 3403.19""]"
"381",3200630,34428673,"; [""Classified: 3924.90""]"
"382",1178891,32705921,"6309000000; 6309.00.00.00"
"383",1178892,32705941,"271019; 271019; 841330; 2710.19, 2710.19,2710.19,8413.30"
"384",1178893,32705901,""
"385",1178894,32707841,"291829; 390940; 2918.29 3909.40"
"386",1178895,32707821,"020714; 0207.14"
"387",3200631,34428713,"; [""Classified: 8703.23""]"
"388",3200632,34428733,"; [""Classified: 8703.23""]"
"389",3200633,34428753,"; [""Classified: 8703.23""]"
"390",3200634,34428773,"; [""Parsed: 3303.00""]"
"391",3200635,34428813,"; ; ; ; [""Classified: 8528.72""]"
"392",3200636,34428833,"; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; [""""]"
"393",3200637,34428913,"; [""Classified: 8703.23""]"
"394",3200638,34428933,"; [""Classified: 8703.23""]"
"395",3200641,34428993,"; [""Classified: 6910.90""]"
"396",3200642,34429053,"; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; [""""]"
"397",3200644,34429093,"; [""Classified: 8431.49""]"
"398",3200645,38611717,"; [""Classified: 8703.23""]"
"399",3200646,38613417,"; [""""]"
"400",3200647,38613777,"; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; [""Parsed: 2613.90.00.00; Classified: 3901.20""]"
"401",1178913,32694735,"220429; 220429; 220429; 220429; 220429; 2204.29, 2204.29, 2204.29, 2204.29, 2204.29"
"402",1178914,32694775,"0802120000; 0802.12.00.00"
"403",1178915,32694795,"040610; 200410; 040610; 200410; 040610; 200410; 040610; 200410; 040610; 200410; 040610; 200410; 2004.10 0406.10, 2004.10 0406.10, 2004.10 0406.10, 2004.10 0406.10, 2004.10 0406.10, 2004.10 0406.10"
"404",3200648,38613797,"; [""Classified: 6404.19""]"
"405",1178917,32694755,"080620; 0806.20"
"406",3200649,34443673,"; [""Classified: 3907.20""]"
"407",3200650,34443693,"; [""Classified: 3403.19""]"
"408",1178920,32694915,"080212; 0802.12"
"409",1178922,32695615,"293190; 2931.90"
"410",3200651,34443713,"; [""Classified: 3924.90""]"
"411",1178924,32695715,"550200; 5502.00"
"412",3200652,34443733,"; [""Classified: 8703.23""]"
"413",3200653,34443753,"; [""Classified: 8703.23""]"
"414",1178927,32695655,"340211; 340213; 340219; 340290; 382490; 3824.90,3402.90,3402.11,3402.13,3402.19"
"415",1178928,32695735,"390720; 3907.20,3907.20,3907.20"
"416",1178929,32695795,"290949; 2909.49"
"417",1178930,32696155,"390140; 390140; 3901.40, 3901.40"
"418",1178931,32695815,"841590; 8415.90"
"419",1178932,32695835,"271019; 271019; 2710.19, 2710.19"
"420",1178933,32695895,"290949; 2909.49"
"421",3200654,34443773,"; [""Classified: 8528.72""]"
"422",1178935,32695935,"271012; 271019; 290110; 293090; 293499; 2901.10 2710.19 2934.99 2930.90 2710.12"
"423",3200655,34443793,"; [""Classified: 3505.10""]"
"424",1178938,32696055,"292119; 292119; 292119; 292119; 292119; 292119; 292119; 292119; 2921.19, 2921.19, 2921.19, 2921.19, 2921.19, 2921.19, 2921.19, 2921.19"
"425",1178940,32696135,"370110; 3701.10"
"426",1178942,32696095,"390720; 390720; 390720; 3907.20, 3907.20, 3907.20"
"427",3200657,34443833,"; [""Classified: 2930.90; Parsed: 3507.90""]"
"428",1178945,32695975,"400219; 4002.19"
"429",1178946,32695875,"382490; 3824.90"
"430",1178947,32695855,"870899; 8708.99"
"431",1178948,32695775,"390110; 390591; 3905.91 3901.10"
"432",1178949,32695755,"252020; 680990; 2520.20, 6809.90"
"433",3200659,34443913,"; [""Classified: 3924.90""]"
"434",3200661,34443953,"; [""Classified: 8703.23""]"
"435",3200662,34443973,"; ; [""Classified: 7013.99""]"
"436",3200663,34443993,"; [""Classified: 6910.90""]"
"437",1178957,32696315,""
"438",3200664,37895453,"; ; ; ; ; [""""]"
"439",3200665,37895473,"; ; ; ; ; [""Classified: 1214.90""]"
"440",3200666,37895513,"; ; ; ; ; [""Classified: 5201.00""]"
"441",3200667,37895693,"; [""Classified: 7204.10""]"
"442",3200668,37927373,"Parsed: 2303.30.00; Parsed: 2303.30.00; Parsed: 2303.30.00; Parsed: 2303.30.00; Parsed: 2303.30.00; Parsed: 2303.30.00; Parsed: 2303.30.00; Parsed: 2303.30.00; Parsed: 2303.30.00"
"443",3200669,37927393,""
"444",3200670,38625057,"; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; [""Classified: 5201.00""]"
"445",3200671,34334463,"Classified: 2204.29"
"446",3200672,34334503,"Parsed: 0806.20.00.00"
"447",3200673,34334523,"Parsed: 0802.12.00.00"
"448",3200674,34327143,"Parsed: 3824.99.70.00"
"449",3200675,34329663,"; ; ; ; ; ; ; ; Parsed: 3917.32; Classified: 8708.99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"
"450",3200676,34329923,"Classified: 3901.10; Parsed: 3901.30; Classified: 3901.20; Parsed: 3901.30; Classified: 3901.20; Parsed: 3901.30; Classified: 3901.20; Parsed: 3901.30; Classified: 3901.20; Parsed: 3901.30"
"451",3200677,34329883,"Classified: 0203.29; Parsed: 0207.14"
"452",3200678,34329983,"Parsed: 2004.10"
"453",3200679,34331043,"Classified: 5201.00; Classified: 5201.00; Classified: 5201.00; Classified: 5201.00; Classified: 5201.00; Classified: 5201.00"
"454",3200680,34331263,"Parsed: 2507.00"
"455",1179620,32694411,"250810; 2508.10"
"456",3200681,34331423,"Classified: 4011.10; Parsed: 4011.20"
"457",3200682,34332063,"Parsed: 4101.50; Parsed: 4101.50"
"458",3200683,34332203,"Parsed: 3802.10; Parsed: 3802.10"
"459",3200684,34332303,"Parsed: 4002.20.00.00; Parsed: 4002.20.00.00; Parsed: 4002.20.00.00; Parsed: 4002.20.00.00; Parsed: 4002.20.00.00; Parsed: 4002.20.00.00; Parsed: 4002.20.00.00"
"460",3200685,34332403,"Classified: 4002.19; Parsed: 4002.20.00.00"
"461",1179627,32694911,"870323; 8703.23"
"462",3200686,34332483,"Classified: 3901.20; Classified: 3901.20"
"463",1179629,32695591,"400220; 4002.20"
"464",1179630,32695611,"680690; 6806.90"
"465",3200687,34332503,"Classified: 3901.40; Classified: 3901.40"
"466",3200688,34332543,"Classified: 3901.40"
"467",3200689,34334923,"Parsed: 6309.00.00.00"
"468",1179634,32695671,"340399; 3403.99"
"469",1179636,32695731,"290949; 2909.49"
"470",1179637,32695771,"390140; 390190; 3901.40, 3901.90"
"471",1179638,32695791,"841451; 8414.51"
"472",1179639,32696151,"390120; 390120; 390120; 390120; 3901.20, 3901.20, 3901.20, 3901.20"
"473",1179640,32696171,"400239; 400239; 4002.39, 4002.39"
"474",1179641,32695811,"2520200000; 2520.20.00.00"
"475",1179642,32695891,"390720; 3907.20"
"476",3200690,34335043,"Parsed: 6309.00.00.00; Classified: 6309.00"
"477",1179645,32696011,"390110; 390110; 3901.10, 3901.10"
"478",1179646,32696031,"840890; 8408.90"
"479",1179647,32696051,"292119; 292119; 292119; 292119; 292119; 292119; 292119; 292119; 2921.19, 2921.19, 2921.19, 2921.19, 2921.19, 2921.19, 2921.19, 2921.19"
"480",3200691,34333623,"Parsed: 5201.00.10; Parsed: 5201.00.10; Parsed: 5201.00.10; Parsed: 5201.00.10; Parsed: 5201.00.10; Parsed: 5201.00.10; Parsed: 5201.00.10; Parsed: 5201.00.10; Parsed: 5201.00.10; Parsed: 5201.00.10; Parsed: 5201.00.10"
"481",1179649,32696131,"390110; 390110; 390110; 390110; 3901.10, 3901.10, 3901.10, 3901.10"
"482",1179650,32696091,"390720; 390720; 3907.20, 3907.20"
"483",3200692,34333983,"Parsed: 8430.41; Classified: 8708.99"
"484",1179652,32695991,"390730; ; 3907.30"
"485",3200693,34334083,"Parsed: 8408.90"
"486",1179654,32695951,"290339; 2903.39"
"487",1179655,32695871,""
"488",3200694,34334163,"Parsed: 6309.00.00.00"
"489",1179657,32695831,"400219; 400219; 4002.19, 4002.19"
"490",3200695,34334363,"Parsed: 3901.20.00; Parsed: 3901.20"
"491",3200696,34334423,"Parsed: 3901.10.10; Parsed: 3901.90"
"492",3200697,34334643,"Parsed: 3905.30"
"493",3200698,34334703,"Parsed: 4002.19.00.15"
"494",1179662,32696251,"020230; 0202.30"
"495",3200699,34334743,"Parsed: 3907.20"
"496",3200700,34334763,"Classified: 2907.21; Parsed: 3811.21; Classified: 2907.21; Parsed: 3811.21; Parsed: 2907.19; Classified: 2907.21"
"497",3200701,34334803,"Parsed: 3904.90; Classified: 3904.10; Parsed: 3904.90; Classified: 3904.10; Parsed: 3904.90; Classified: 3904.10; Parsed: 3904.90; Classified: 3904.10; Parsed: 3904.90"
"498",3200702,34334883,"Classified: 3901.40; Parsed: 7404.00"
"499",3200703,34335103,"Parsed: 3403.99; Classified: 3811.21"
"500",3200704,34335163,"Classified: 8429.20"
"501",3200705,34333403,"Classified: 8413.91; Parsed: 9015.90"
"502",3200706,34333503,"Parsed: 3901.20.00.00; Parsed: 3901.20"
"503",3200707,34333343,"Parsed: 0802.31"
"504",3200708,34335823,"; ; ; ;"
"505",3200709,34335903,";"
"506",3200710,34342223,"Classified: 8433.90"
"507",3200711,34342323,"Classified: 2934.20"
"508",3200712,34342523,"Parsed: 3801.10"
"509",3200713,34342543,"Parsed: 4011.10"
"510",3200714,34342843,"Classified: 3923.30"
"511",3200715,34343523,"Classified: 4403.99; Classified: 4403.99; Classified: 4403.99; Classified: 4403.99; Classified: 4403.99; Classified: 4403.99; Classified: 4403.99; Classified: 4403.99; Classified: 4403.99; Classified: 4403.99; Classified: 4403.99; Classified: 4403.99; Classified: 4403.99; Classified: 4403.99; Classified: 4403.99; Classified: 4403.99; Classified: 4403.99; Classified: 4403.99; Classified: 4403.99; Classified: 4403.99"
"512",3200716,34343543,"Classified: 7602.00; Classified: 7602.00; Classified: 7602.00; Classified: 7602.00; Classified: 7602.00"
"513",3200717,34329363,"; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"
"514",3200718,38613623,"; [""Classified: 6802.91""]"
"515",3200719,34346363,"; ; [""Parsed: 2204.21""]"
"516",3200720,34346403,"; ; [""Classified: 2902.19""]"
"517",3200721,34353803,"Classified: 2905.39"
"518",1179703,32700151,"381121; 3811.21"
"519",1179704,32700171,"390410; 390410; 390410; 3904.10, 3904.10, 3904.10"
"520",1179705,32700211,"870323; 8703.23,8703.23,8703.23,8703.23"
"521",1179706,32700231,"390110; 390410; 390110; 3901.10 3904.10, 3901.10"
"522",1179707,32700291,"520100; 520100; 520100; 520100; 520100; 5201.00, 5201.00, 5201.00, 5201.00, 5201.00"
"523",1179708,32700331,"870323; 8703.23,8703.23,8703.23,8703.23"
"524",1179710,32700271,""
"525",1179712,32700191,"3901200000; 390730; 390120; 3901.20.00.00 3907.30, 3901.20"
"526",1179713,32702931,""
"527",3200274,34428801,"; [""Parsed: 0203.29""]"
"528",3200275,34428841,"; [""Classified: 0802.12; Parsed: 2008.19""]"
"529",3200276,34428861,"; [""Classified: 3304.10; Parsed: 3304.99.50.00; Parsed: 3401.30.50.00""]"
"530",1179718,32703991,"630900; 6309.00"
"531",1179719,32704031,"080251; 0802.51"
"532",1179720,32704051,"870323; 870390; 8703.23 8703.90"
"533",1179721,32704631,"870323; 870390; 8703.23 8703.90,8703.23 8703.90,8703.23 8703.90,8703.23 8703.90"
"534",1179722,32704091,"870323; 8703.23,8703.23,8703.23,8703.23"
"535",1179723,32704111,"870323; 870390; 8703.23 8703.90,8703.23 8703.90,8703.23 8703.90,8703.23 8703.90"
"536",1179725,32704171,"380290; 3802.90"
"537",3200278,34428901,"; [""Classified: 8528.72""]"
"538",1179729,32704291,"52010090; 5201.00.90"
"539",1179730,32704311,"870323; 8703.23,8703.23,8703.23,8703.23"
"540",1179731,32704351,"870323; 870324; 8703.23,8703.24 8703.23,8703.24 8703.23,8703.23"
"541",3200279,34428941,"; [""Classified: 8703.23""]"
"542",3200280,34428981,"; [""Classified: 8528.72""]"
"543",1179734,32704431,"720410; 7204.10"
"544",1179736,32704511,"870829; 871499; 8714.99 8708.29"
"545",3200282,34429081,"; [""Classified: 4703.21""]"
"546",1179738,32704571,"870899; 8708.99"
"547",3200283,34429101,"; [""Classified: 4703.21""]"
"548",1179740,32704651,"870323; 8703.23"
"549",1179741,32704711,"870323; 870390; 871499; 8714.99,8703.23,8703.23 8703.90,8703.23"
"550",1179743,32704771,"870323; 8703.23,8703.23,8703.23,8703.23"
"551",3200284,34443661,"; [""Classified: 3901.20""]"
"552",3200285,34443681,"; [""Classified: 8415.90""]"
"553",3200286,34443701,"; [""Classified: 8528.72""]"
"554",1179747,32704691,"080550; 0805.50"
"555",3200287,34443721,"; [""Classified: 3924.90""]"
"556",3200288,34443741,"; [""Classified: 8703.23""]"
"557",1179750,32704551,"6309000000; 6309.00.00.00"
"558",3200289,34443781,"; [""Classified: 8703.23""]"
"559",3200290,34443801,"; ; ; ; ; ; ; ; ; ; ; ; ; ; ; [""Classified: 2203.00""]"
"560",1179753,32704411,"870323; 8703230190; 8703.23,8703.23,8703.23,8703.23.01.90"
"561",1179754,32704331,"870323; 8703.23,8703.23,8703.23,8703.23"
"562",1179757,32704131,"901910; 9019.10"
"563",1179758,32704071,"870323; 870390; 8703.23 8703.90"
"564",1179759,32704011,"870323; 8703.23,8703.23,8703.23,8703.23"
"565",3200291,34443821,"; [""Parsed: 1006.30; Parsed: 2103.90.90.90; Classified: 2106.90""]"
"566",3200292,34443841,"; ; ; ; ; ; [""Classified: 8528.72""]"
"567",3200293,34443861,"; [""Classified: 0802.12; Parsed: 2008.19""]"
"568",3200294,34443881,"; ; [""Classified: 3901.40""]"
"569",3200295,34443901,"; [""Classified: 8528.72""]"
"570",3200296,34443921,"; [""Classified: 8427.20""]"
"571",3200297,34443941,"; [""Classified: 8703.23""]"
"572",3200299,34443981,"; [""Classified: 8528.72""]"
"573",3200300,37895421,"; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"
"574",1179770,32705791,"320990; 3209.90"
"575",3200301,37895441,"; ; ; ; ; [""Classified: 1214.90""]"
"576",3200302,37895461,"; ; ; ; ; [""Classified: 2309.90""]"
"577",3200303,37895701,"; ; ; ; [""Classified: 1214.90""]"
"578",3200304,37927381,"Classified: 7204.49; Classified: 7204.49; Classified: 7204.49; Classified: 7204.49; Classified: 7204.49; Classified: 7204.49; Classified: 7204.49"
"579",1179775,32705871,"; 470710; 4707.10"
"580",3200305,34334613,"Classified: 6309.00"
"581",3200306,34334553,"Parsed: 0802.12.00.00"
"582",1179778,32705931,"6309000000; 630900; 630900; 6309.00.00.00, 6309.00, 6309.00"
"583",1179779,32707811,"382100; 3821.00"
"584",3200307,34324113,"; [""Parsed: 3911.10.00.00""]"
"585",3200308,34329953,"Parsed: 0207.14"
"586",3200309,34329753,"Parsed: 3901.20; Parsed: 3901.20; Parsed: 3901.20; Parsed: 3901.20; Parsed: 3901.20; Parsed: 3901.20; Parsed: 3901.20; Parsed: 3901.20; Parsed: 3901.20; Parsed: 3901.20"
"587",3200310,34329833,"Parsed: 0207.14"
"588",3200311,34329873,"Classified: 0203.29; Parsed: 0207.14"
"589",3200312,34329893,"Parsed: 0207.14"
"590",3200313,34330013,"Parsed: 3105.10; Parsed: 3105.20; Parsed: 3105.90; Parsed: 4819.10; Classified: 0207.14; Parsed: 4819.10; Classified: 0207.14; Parsed: 4819.10; Classified: 0207.14; Parsed: 4819.10; Classified: 0207.14; Parsed: 4819.10"
"591",3200314,34331213,"Classified: 3919.90; Parsed: 4005.91"
"592",3200315,34331233,"Classified: 8708.99"
"593",3200316,34331253,"Parsed: 2507.00"
"594",3200317,34331513,"Parsed: 0802.12"
"595",3200318,34332053,"Parsed: 0303.59; Parsed: 0303.59"
"596",3200319,34332253,"Parsed: 2712.90.00; Classified: 2901.29; Parsed: 2712.90.00; Classified: 2901.29"
"597",3200320,34332353,"Classified: 3901.40; Classified: 3901.40"
"598",3200321,34332393,"Classified: 4002.19"
"599",3200322,34332633,"Classified: 2916.12; Classified: 2916.12"
"600",3200323,34332713,"Parsed: 8423.89; Classified: 8423.90"
"601",3200324,34334993,"Parsed: 6309.00.00.00"
